1403715273262142976,0,0,0,0,0,0,1,0,0
1403715273312143104,0,0,0,0,0,0,1,0,0
1403715273362142976,0,0,0,0,0,0,1,0,0
1403715273412143104,0,0,0,0,0,0,1,0,0
1403715273462142976,0,0,0,0,0,0,1,0,0
1403715273512143104,0,0,0,0,0,0,1,0,0
1403715273562142976,0,0,0,0,0,0,1,0,0
1403715273612143104,0,0,0,0,0,0,1,0,0
1403715273662142976,0,0,0,0,0,0,1,0,0
1403715273712143104,0,0,0,0,0,0,1,0,0
1403715273762142976,0,0,0,0,0,0,1,0,0
1403715273812143104,0,0,0,0,0,0,1,0,0
1403715273862142976,0,0,0,0,0,0,1,0,0
1403715273912143104,0,0,0,0,0,0,1,0,0
1403715273962142976,0,0,0,0,0,0,1,0,0
1403715274012143104,0,0,0,0,0,0,1,0,0
1403715274062142976,0,0,0,0,0,0,1,0,0
1403715274112143104,0,0,0,0,0,0,1,0,0
1403715274162142976,0,0,0,0,0,0,1,0,0
1403715274212143104,0,0,0,0,0,0,1,0,0
1403715274262142976,0,0,0,0,0,0,1,0,0
1403715274312143104,0,0,0,0,0,0,1,0,0
1403715274362142976,0,0,0,0,0,0,1,0,0
1403715274412143104,0,0,0,0,0,0,1,0,0
1403715274462142976,0,0,0,0,0,0,1,0,0
1403715274512143104,0,0,0,0,0,0,1,0,0
1403715274562142976,0,0,0,0,0,0,1,0,0
1403715274612143104,0,0,0,0,0,0,1,0,0
1403715274662142976,0,0,0,0,0,0,1,0,0
1403715274712143104,0,0,0,0,0,0,1,0,0
1403715274762142976,0,0,0,0,0,0,1,0,0
1403715274812143104,0,0,0,0,0,0,1,0,0
1403715274862142976,0,0,0,0,0,0,1,0,0
1403715274912143104,0,0,0,0,0,0,1,0,0
1403715274962142976,0,0,0,0,0,0,1,0,0
1403715275012143104,0,0,0,0,0,0,1,0,0
1403715275062142976,0,0,0,0,0,0,1,0,0
1403715275112143104,0,0,0,0,0,0,1,0,0
1403715275162142976,0,0,0,0,0,0,1,0,0
1403715275212143104,0,0,0,0,0,0,1,0,0
1403715275262142976,0,0,0,0,0,0,1,0,0
1403715275312143104,0,0,0,0,0,0,1,0,0
1403715275362142976,0,0,0,0,0,0,1,0,0
1403715275412143104,0,0,0,0,0,0,1,0,0
1403715275462142976,0,0,0,0,0,0,1,0,0
1403715275512143104,0,0,0,0,0,0,1,0,0
